HHID,province,district_real,altitude_m,farm_size_ha,soil_ph,nitrogen,phosphorus,potassium,soc,annual_rainfall_mm,avg_temperature_C,avg_humidity_pct,used_improved_seed,used_inorganic_fert,used_organic_fert,used_pesticide,used_irrigation,soil_measures_count,num_crops_grown,grew_maize,grew_beans,grew_cassava,grew_rice,grew_irish_potato,grew_tomato,grew_sweet_potato,grew_banana,yield_maize_t_ha,yield_beans_t_ha,yield_cassava_t_ha,yield_rice_t_ha,yield_irish_potato_t_ha,yield_tomato_t_ha,yield_sweet_potato_t_ha,yield_banana_t_ha,recommended_crop,recommended_confidence,weight
HHD130689,Eastern,Gatsibo,1204,0.74,5.91,0.297,0.036,0.405,4.81,1101.4,21.53,75.8,1,0,0,0,0,2,2,0,1,1,0,0,0,0,0,,1.56,10.94,,,,,,cassava,0.875,2.749
HHD130690,Western,Ngororero,1489,0.41,5.66,0.633,0.08,0.285,2.56,842.8,21.88,61.8,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,5.45,,,,,,,,maize,1.0,3.085
HHD130691,Southern,Nyaruguru,1694,0.76,6.01,0.215,0.036,0.256,3.1,710.3,24.3,69.1,1,0,1,0,0,0,2,0,0,0,0,0,1,1,0,,,,,,14.65,10.99,,tomato,0.571,0.341
HHD130692,Eastern,Rwamagana,1133,2.39,6.5,0.253,0.15,0.599,1.31,796.3,27.03,82.5,0,0,0,0,0,0,2,1,0,0,0,0,0,0,1,3.72,,,,,,,30.13,banana,0.89,1.272
HHD130693,Southern,Gisagara,1516,0.0,6.4,0.377,0.236,0.191,1.19,1084.4,18.57,74.6,0,1,1,0,0,0,2,0,0,0,0,0,1,1,0,,,,,,20.6,10.86,,tomato,0.655,2.214
HHD130694,Southern,Gisagara,1569,1.27,5.59,0.474,0.076,0.491,1.84,1018.1,19.53,89.5,0,0,0,0,0,1,2,0,0,0,1,1,0,0,0,,,,6.65,13.78,,,,irish_potato,0.674,0.676
HHD130695,Western,Ngororero,1434,3.88,6.27,0.02,0.175,0.305,2.02,685.5,22.51,73.1,0,0,0,0,0,0,2,0,0,0,1,0,0,1,0,,,,6.15,,,10.86,,sweet_potato,0.638,1.884
HHD130696,Southern,Huye,1674,0.13,7.53,0.238,0.131,0.333,2.01,1015.3,22.25,83.1,0,0,0,0,0,0,2,0,0,0,1,0,0,1,0,,,,3.52,,,7.99,,sweet_potato,0.694,2.494
HHD130697,Eastern,Nyagatare,1365,1.14,6.11,0.503,0.081,0.311,0.74,918.4,18.5,63.6,0,1,1,1,0,3,3,1,0,0,0,0,1,1,0,6.8,,,,,23.73,19.09,,tomato,0.478,0.619
HHD130698,Kigali,Kicukiro,1334,2.52,6.66,0.42,0.27,0.06,3.88,898.8,19.49,77.9,0,1,0,0,0,1,3,1,0,0,0,1,0,0,1,5.69,,,,16.69,,,55.6,banana,0.713,1.93
HHD130699,Southern,Huye,1601,0.52,5.46,0.517,0.167,0.392,2.8,999.6,26.01,69.3,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,,,,,,,,12.53,banana,1.0,3.975
HHD130700,Southern,Nyamagabe,1427,0.2,7.18,0.206,0.101,0.451,2.43,1048.4,22.9,85.0,0,0,1,0,0,0,3,0,0,0,1,1,0,1,0,,,,4.0,10.71,,7.21,,irish_potato,0.489,0.205
HHD130701,Western,Ngororero,1527,1.05,6.18,0.264,0.039,0.112,3.22,977.7,22.94,77.7,0,0,0,0,0,1,2,1,0,0,0,0,1,0,0,4.24,,,,,18.76,,,tomato,0.816,0.763
HHD130702,Northern,Gicumbi,1898,2.32,5.71,0.509,0.228,0.324,1.96,838.3,24.92,92.9,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,,,,,17.73,,,,irish_potato,1.0,0.461
HHD130703,Eastern,Nyagatare,1276,1.34,6.33,0.356,0.159,0.523,1.3,824.5,21.37,59.4,0,1,1,0,0,1,1,0,0,0,1,0,1,0,0,,,,9.05,,25.28,,,tomato,0.736,2.131
HHD130704,Southern,Nyaruguru,1570,1.08,6.05,0.487,0.116,0.02,2.31,937.9,20.29,98.0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,4.14,,,,,,,,maize,1.0,1.083
HHD130705,Southern,Muhanga,1647,0.42,6.86,0.577,0.084,0.292,3.12,743.4,21.12,73.7,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,,,,,,19.51,,,tomato,1.0,0.063
HHD130706,Eastern,Bugesera,1228,1.16,5.78,0.021,0.005,0.32,2.39,859.6,22.63,77.0,0,0,0,0,0,0,2,1,0,0,0,0,0,1,0,3.74,,,,,,10.89,,sweet_potato,0.744,2.695
HHD130707,Southern,Muhanga,1587,2.89,5.46,0.586,0.11,0.476,3.07,905.6,17.81,81.6,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,,,,,,31.91,,,tomato,1.0,2.146
HHD130708,Southern,Muhanga,1628,0.5,6.4,0.283,0.205,0.147,2.58,932.7,16.29,76.8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,,,,,,,,25.12,banana,1.0,3.521
HHD130709,Eastern,Bugesera,1083,0.95,6.43,0.377,0.084,0.697,2.68,1046.3,18.21,74.2,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,5.03,,,,,,,,maize,1.0,2.822
HHD130710,Kigali,Nyarugenge,1378,2.0,6.55,0.354,0.131,0.02,4.46,567.1,23.76,69.3,0,1,0,0,1,1,2,0,0,1,0,0,0,0,1,,,22.0,,,,,47.0,banana,0.681,0.765
HHD130711,Kigali,Nyarugenge,1502,0.65,5.68,0.291,0.156,0.5,3.46,950.2,19.92,64.1,0,1,0,0,1,0,2,0,1,0,0,0,1,0,0,,1.82,,,,16.13,,,tomato,0.899,0.129
HHD130712,Western,Rubavu,1381,0.37,6.12,0.399,0.096,0.172,1.99,711.2,22.38,62.9,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,,,8.81,,,,,,cassava,1.0,2.249
HHD130713,Southern,Gisagara,1582,2.05,5.16,0.416,0.114,0.198,3.09,849.6,22.82,81.5,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,,,,,20.98,,,,irish_potato,1.0,1.902
HHD130714,Southern,Nyamagabe,1542,0.19,6.92,0.508,0.109,0.445,0.52,995.4,21.75,77.2,1,0,0,0,0,0,2,0,0,1,0,0,0,1,0,,,10.3,,,,9.77,,cassava,0.513,0.926
HHD130715,Southern,Huye,1550,0.43,6.11,0.155,0.274,0.635,1.13,1109.1,27.71,78.4,1,0,0,1,0,0,2,0,0,1,0,0,1,0,0,,,16.37,,,18.44,,,tomato,0.53,5.751
HHD130716,Kigali,Nyarugenge,1476,0.37,6.41,0.081,0.103,0.646,2.93,961.2,24.06,73.2,0,0,0,0,0,1,2,0,0,1,0,0,0,1,0,,,12.37,,,,9.22,,cassava,0.573,3.919
HHD130717,Southern,Nyaruguru,1618,1.05,5.72,0.452,0.063,0.02,3.11,1096.1,22.36,79.3,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,4.62,,,,,,,,maize,1.0,0.722
HHD130718,Kigali,Nyarugenge,1342,2.29,6.55,0.258,0.114,0.02,1.59,953.1,25.19,77.5,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,,,,,,,12.94,,sweet_potato,1.0,0.258
HHD130719,Southern,Gisagara,1538,1.69,6.49,0.493,0.035,0.071,1.35,810.6,17.69,86.3,1,1,1,0,0,2,1,0,1,0,0,0,0,0,0,,3.03,,,,,,,beans,1.0,1.444
HHD130720,Western,Nyabihu,1236,0.94,6.95,0.078,0.161,0.152,2.18,915.6,20.2,80.4,0,1,1,0,0,1,2,1,0,0,0,0,0,0,1,3.91,,,,,,,25.93,banana,0.869,0.442
HHD130721,Eastern,Kayonza,1196,0.13,6.16,0.359,0.217,0.246,2.24,977.6,26.77,73.2,1,1,0,0,1,1,1,0,0,0,0,0,0,0,1,,,,,,,,19.0,banana,1.0,0.46
HHD130722,Western,Karongi,1422,0.25,5.81,0.187,0.171,0.426,1.65,913.3,16.96,82.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,,,,,,,,13.87,banana,1.0,3.22
HHD130723,Kigali,Gasabo,1451,1.94,6.28,0.341,0.304,0.74,2.88,750.3,25.98,61.1,1,0,0,0,0,2,2,0,1,0,1,0,0,0,0,,2.73,,9.22,,,,,rice,0.772,3.866
HHD130724,Northern,Musanze,1836,1.75,6.44,0.174,0.188,0.259,1.12,806.3,21.45,75.5,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,,,,,,,,26.42,banana,1.0,2.799
HHD130725,Northern,Gakenke,1849,2.14,5.96,0.603,0.247,0.488,0.2,944.7,21.23,89.3,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,,,,,,,19.64,,sweet_potato,1.0,3.564
HHD130726,Northern,Gakenke,1968,2.24,6.45,0.316,0.194,0.68,0.2,1159.4,20.16,83.9,1,0,1,0,0,0,2,1,1,0,0,0,0,0,0,7.6,2.15,,,,,,,maize,0.779,0.883
HHD130727,Western,Ngororero,1414,0.4,6.25,0.326,0.057,0.116,1.97,995.7,22.22,78.5,0,0,0,0,0,1,3,0,0,1,0,0,1,1,0,,,9.03,,,16.68,11.58,,tomato,0.447,0.351
HHD130728,Southern,Huye,1717,1.48,5.44,0.328,0.108,0.141,3.76,711.5,23.83,76.6,0,0,0,0,0,1,2,0,1,0,1,0,0,0,0,,2.2,,6.54,,,,,rice,0.748,3.059
HHD130729,Kigali,Kicukiro,1314,0.08,5.43,0.02,0.092,0.822,1.81,748.0,20.25,78.7,0,0,0,0,0,0,2,0,0,0,0,0,1,0,1,,,,,,15.29,,18.37,banana,0.546,1.616
HHD130730,Southern,Nyaruguru,1635,2.95,5.14,0.251,0.229,0.36,2.45,627.1,21.98,58.5,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,,,21.07,,,,,,cassava,1.0,0.304
HHD130731,Eastern,Nyagatare,1185,1.31,6.31,0.358,0.072,0.311,2.77,791.5,21.01,95.0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,,2.53,,,,,,,beans,1.0,0.664
HHD130732,Northern,Musanze,1700,0.76,6.54,0.371,0.008,0.699,2.64,1293.0,19.41,90.2,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,5.85,,,,,,,,maize,1.0,2.522
HHD130733,Kigali,Nyarugenge,1521,2.17,6.13,0.445,0.023,0.382,2.15,916.8,20.46,69.7,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,,,,,,,15.71,,sweet_potato,1.0,0.917
HHD130734,Southern,Gisagara,1622,1.19,6.13,0.54,0.133,0.551,2.7,1021.4,24.01,97.0,1,0,0,0,0,0,3,0,1,0,0,0,0,1,1,,1.98,,,,,14.5,17.58,banana,0.516,0.729
HHD130735,Eastern,Bugesera,1084,1.67,5.06,0.516,0.07,0.383,0.7,1228.3,16.4,51.8,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,5.48,,,,,,,,maize,1.0,1.348
HHD130736,Eastern,Bugesera,1178,1.12,6.68,0.362,0.217,0.02,1.43,1108.0,21.03,59.2,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,,1.7,,,,,,,beans,1.0,5.537
HHD130737,Southern,Huye,1632,0.43,5.01,0.331,0.073,0.38,1.2,851.3,20.05,63.3,0,0,1,0,0,0,3,0,0,1,0,1,1,0,0,,,12.84,,11.18,15.72,,,tomato,0.396,1.017
HHD130738,Southern,Ruhango,1744,2.11,7.02,0.41,0.005,0.02,2.56,751.1,24.48,83.3,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,,,,7.14,,,,,rice,1.0,3.633
HHD130739,Western,Nyabihu,1344,1.96,5.46,0.107,0.053,0.358,0.44,729.2,23.57,81.8,1,1,0,0,1,0,1,0,0,0,0,1,1,0,0,,,,,26.23,36.67,,,tomato,0.583,0.682
HHD130740,Southern,Muhanga,1546,1.57,6.12,0.201,0.127,0.29,2.17,772.3,25.48,65.7,1,1,0,0,1,1,1,0,0,0,0,0,1,0,0,,,,,,26.96,,,tomato,1.0,3.01
HHD130741,Southern,Nyaruguru,1561,0.38,5.01,0.386,0.161,0.02,4.39,1114.5,27.63,75.5,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,,,,,,18.42,,,tomato,1.0,2.096
HHD130742,Southern,Nyaruguru,1656,0.12,5.75,0.111,0.104,0.02,1.44,740.1,20.57,72.7,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,,,,,,,6.68,,sweet_potato,1.0,2.952
HHD130743,Eastern,Ngoma,1288,3.47,5.54,0.403,0.112,0.124,3.1,1184.8,24.73,80.2,1,1,0,0,0,2,1,0,1,0,0,0,0,0,0,,3.07,,,,,,,beans,1.0,3.646
HHD130744,Northern,Gicumbi,1932,0.19,6.73,0.503,0.099,0.168,2.72,1122.2,18.99,93.1,0,1,0,0,1,0,2,0,1,0,0,0,0,0,1,,1.7,,,,,,28.3,banana,0.943,1.381
HHD130745,Eastern,Gatsibo,1103,2.78,5.88,0.337,0.167,0.515,4.44,798.1,19.81,72.8,0,0,0,0,0,0,2,0,1,0,0,0,0,1,0,,2.39,,,,,11.4,,sweet_potato,0.827,3.122
HHD130746,Southern,Gisagara,1486,0.68,5.91,0.654,0.089,0.236,1.57,696.0,21.62,78.9,1,0,1,0,0,0,2,0,0,0,0,0,0,1,1,,,,,,,9.29,24.03,banana,0.721,1.32
HHD130747,Northern,Burera,1662,0.68,5.42,0.5,0.06,0.222,5.48,791.1,23.16,75.8,0,0,0,0,0,1,2,0,0,0,0,1,0,0,1,,,,,12.13,,,22.98,banana,0.655,0.515
HHD130748,Western,Rusizi,1415,0.61,7.78,0.168,0.259,0.275,1.94,570.5,19.29,75.1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,,,,,16.14,,,,irish_potato,1.0,3.779
HHD130749,Kigali,Nyarugenge,1351,0.17,6.56,0.171,0.115,0.208,3.0,975.7,22.31,80.1,0,0,0,0,0,0,2,0,1,0,0,0,1,0,0,,1.22,,,,12.73,,,tomato,0.913,1.334
HHD130750,Southern,Muhanga,1670,0.86,5.75,0.52,0.205,0.748,3.3,515.0,23.51,70.3,1,0,0,0,1,0,3,1,1,0,0,0,1,0,0,7.12,2.44,,,,12.64,,,tomato,0.569,1.026
HHD130751,Southern,Muhanga,1582,0.66,5.72,0.508,0.079,0.837,2.86,980.1,24.06,79.9,0,0,0,0,0,0,3,1,0,0,1,0,1,0,0,3.42,,,4.44,,14.27,,,tomato,0.645,1.668
HHD130752,Eastern,Bugesera,1191,0.56,5.24,0.248,0.128,0.481,3.05,1378.7,20.53,84.6,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,,,13.31,,,,,,cassava,1.0,0.255
HHD130753,Eastern,Nyagatare,1342,3.97,6.36,0.376,0.114,0.517,1.37,896.9,21.35,71.6,0,1,0,0,1,2,2,0,0,0,1,1,0,0,0,,,,10.75,23.91,,,,irish_potato,0.69,1.387
HHD130754,Northern,Gicumbi,1855,2.81,6.73,0.279,0.07,0.346,3.53,816.5,26.04,81.0,0,0,0,0,0,0,2,1,0,0,0,1,0,0,0,5.95,,,,22.88,,,,irish_potato,0.794,3.303
HHD130755,Southern,Nyaruguru,1716,1.57,6.17,0.49,0.21,0.279,3.7,825.0,21.23,79.5,1,0,0,0,0,0,2,1,1,0,0,0,0,0,0,5.3,2.59,,,,,,,maize,0.672,2.073
HHD130756,Kigali,Kicukiro,1403,0.48,6.91,0.367,0.178,0.407,2.12,533.0,21.79,63.1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,,,10.06,,,,,,cassava,1.0,2.599
HHD130757,Kigali,Nyarugenge,1339,1.89,5.64,0.405,0.196,0.33,0.97,1085.0,25.02,78.7,1,1,1,0,0,0,2,0,0,0,1,1,0,0,0,,,,10.79,22.43,,,,irish_potato,0.675,0.606
HHD130758,Northern,Rulindo,1691,0.65,5.16,0.099,0.164,0.331,3.45,1331.0,18.74,70.5,0,1,1,0,0,1,3,0,1,1,0,0,1,0,0,,1.81,14.92,,,21.54,,,tomato,0.563,0.96
HHD130759,Southern,Gisagara,1468,1.02,6.36,0.327,0.141,0.409,2.58,837.2,22.73,75.2,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,,,,,,18.28,,,tomato,1.0,1.627
HHD130760,Western,Karongi,1462,2.7,6.4,0.422,0.211,0.727,3.3,1218.0,21.8,55.6,0,0,0,0,0,1,2,0,0,0,0,0,0,1,1,,,,,,,12.4,24.47,banana,0.664,0.359
HHD130761,Northern,Musanze,1725,1.03,6.94,0.34,0.223,0.488,1.45,744.1,24.45,58.4,1,0,0,1,0,0,3,0,0,1,0,0,1,1,0,,,14.28,,,20.97,13.27,,tomato,0.432,1.058
HHD130762,Southern,Muhanga,1731,0.14,6.98,0.343,0.117,0.466,4.01,849.9,21.99,76.6,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,3.48,,,,,,,,maize,1.0,0.766
HHD130763,Eastern,Bugesera,1155,0.12,5.86,0.583,0.016,0.371,0.2,919.1,24.52,71.8,1,0,0,1,0,1,2,0,0,0,0,1,0,0,1,,,,,8.69,,,19.9,banana,0.696,2.21
HHD130764,Eastern,Bugesera,1164,2.17,5.19,0.144,0.209,0.483,1.17,864.8,22.87,75.2,0,0,0,1,0,1,2,0,1,0,0,0,0,1,0,,1.72,,,,,13.53,,sweet_potato,0.887,1.518
HHD130765,Northern,Musanze,1720,0.08,6.11,0.592,0.105,0.305,3.61,1064.6,20.98,77.2,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,,1.52,,,,,,,beans,1.0,1.195
HHD130766,Northern,Gicumbi,1903,0.68,7.45,0.46,0.053,0.089,3.48,1351.4,24.3,73.8,0,0,0,0,0,1,3,1,1,0,0,1,0,0,0,3.3,1.29,,,12.27,,,,irish_potato,0.728,0.917
HHD130767,Northern,Musanze,1732,0.1,6.34,0.52,0.118,0.202,3.84,782.2,18.27,70.9,1,0,0,0,0,1,2,0,1,0,0,0,0,1,0,,1.17,,,,,11.14,,sweet_potato,0.905,1.576
HHD130768,Southern,Gisagara,1564,0.34,5.22,0.478,0.126,0.02,3.15,851.8,19.45,73.7,1,0,0,1,0,0,2,0,0,0,0,0,1,0,1,,,,,,15.38,,19.47,banana,0.559,1.786
HHD130769,Eastern,Bugesera,1130,0.24,5.66,0.224,0.111,0.471,1.49,1018.7,22.93,70.9,0,1,0,0,0,1,2,1,0,1,0,0,0,0,0,3.47,,9.98,,,,,,cassava,0.742,0.555
HHD130770,Northern,Musanze,1751,1.87,6.37,0.719,0.064,0.532,3.08,891.4,20.61,84.0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,,,,,,30.37,,,tomato,1.0,2.991
HHD130771,Kigali,Nyarugenge,1367,0.04,5.98,0.413,0.037,0.227,2.94,869.1,22.84,70.5,0,1,1,0,0,0,2,1,0,1,0,0,0,0,0,4.51,,11.69,,,,,,cassava,0.722,3.569
HHD130772,Northern,Musanze,1777,0.74,5.41,0.122,0.105,0.244,3.01,712.1,25.17,77.1,0,0,0,0,0,0,2,0,0,0,0,0,1,0,1,,,,,,15.98,,19.91,banana,0.555,0.396
HHD130773,Southern,Nyamagabe,1426,1.02,5.82,0.02,0.169,0.181,2.02,999.2,19.56,81.4,0,1,0,0,0,0,2,0,1,1,0,0,0,0,0,,1.39,14.99,,,,,,cassava,0.915,1.167
HHD130774,Eastern,Nyagatare,1346,0.11,6.87,0.477,0.267,0.608,1.8,1202.5,26.19,72.5,0,0,0,0,0,0,2,0,1,0,0,0,0,1,0,,1.28,,,,,5.12,,sweet_potato,0.8,1.599
HHD130775,Eastern,Nyagatare,1237,0.75,5.82,0.502,0.195,0.104,0.82,1068.8,18.38,80.3,1,1,0,0,0,0,3,1,0,0,1,0,0,0,1,4.66,,,5.35,,,,24.51,banana,0.71,0.137
HHD130776,Western,Nyabihu,1270,1.17,5.43,0.509,0.188,0.224,3.73,1019.9,19.66,91.0,1,0,0,0,0,1,2,1,0,0,0,0,0,0,1,3.68,,,,,,,24.18,banana,0.868,7.128
HHD130777,Eastern,Rwamagana,1285,0.06,5.63,0.418,0.059,0.58,2.64,621.2,22.46,82.4,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,,,,,,,,13.79,banana,1.0,1.637
HHD130778,Eastern,Nyagatare,1274,0.95,6.46,0.536,0.211,0.137,4.2,706.3,25.55,66.4,0,1,1,0,0,0,3,0,1,0,0,0,1,0,1,,2.25,,,,15.97,,33.46,banana,0.647,0.334
HHD130779,Kigali,Nyarugenge,1369,0.86,5.95,0.354,0.137,0.104,2.33,930.7,28.29,70.6,0,1,1,0,0,0,3,0,1,0,0,1,0,0,1,,1.53,,,16.39,,,34.23,banana,0.656,0.933
HHD130780,Kigali,Nyarugenge,1378,1.45,6.24,0.443,0.127,0.646,2.03,1100.5,26.45,91.8,0,0,0,0,0,2,1,0,0,0,0,0,0,1,0,,,,,,,12.96,,sweet_potato,1.0,1.638
HHD130781,Northern,Gakenke,1825,2.5,6.66,0.106,0.224,0.722,1.43,954.2,18.56,79.7,1,1,1,0,0,1,1,0,0,1,0,0,0,0,0,,,22.43,,,,,,cassava,1.0,2.378
HHD130782,Kigali,Nyarugenge,1437,0.64,6.06,0.238,0.145,0.34,4.36,845.2,26.34,76.9,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,,,,,,21.45,,,tomato,1.0,0.85
HHD130783,Northern,Musanze,1823,1.59,5.69,0.635,0.263,0.47,2.21,768.0,22.55,67.1,0,0,0,0,0,0,2,0,1,0,1,0,0,0,0,,2.23,,4.67,,,,,rice,0.677,1.824
HHD130784,Eastern,Rwamagana,1269,2.08,6.03,0.475,0.188,0.592,0.2,750.2,21.5,75.6,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,,,,,,23.08,,,tomato,1.0,4.559
HHD130785,Northern,Rulindo,1747,1.63,5.98,0.239,0.103,0.02,3.89,839.8,18.37,75.9,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,5.66,,,,,,,,maize,1.0,2.545
HHD130786,Northern,Rulindo,1801,0.12,5.91,0.19,0.182,0.826,4.85,604.8,19.04,73.6,1,0,0,0,1,1,2,0,0,0,1,1,0,0,0,,,,4.78,12.9,,,,irish_potato,0.73,5.66
HHD130787,Kigali,Nyarugenge,1352,0.57,6.67,0.39,0.092,0.02,2.11,907.0,21.83,69.7,0,0,0,0,0,1,2,1,0,0,0,0,1,0,0,3.48,,,,,16.8,,,tomato,0.828,2.726
HHD130788,Eastern,Bugesera,1096,1.49,5.57,0.248,0.093,0.02,0.89,1006.3,21.63,84.0,0,0,1,0,0,2,1,0,0,0,1,0,0,0,0,,,,5.32,,,,,rice,1.0,4.221
HHD130789,Southern,Gisagara,1511,1.88,5.65,0.491,0.063,0.231,3.75,844.9,19.02,67.9,0,0,0,0,1,0,2,0,0,0,0,1,0,0,1,,,,,20.43,,,28.34,banana,0.581,3.894
HHD130790,Kigali,Nyarugenge,1426,0.62,5.98,0.216,0.029,0.106,1.09,965.1,25.19,72.7,1,1,0,0,0,1,3,0,0,1,0,0,0,1,1,,,17.13,,,,13.19,15.06,cassava,0.377,2.913
HHD130791,Western,Ngororero,1417,0.21,5.07,0.581,0.088,0.297,2.31,1148.8,27.87,86.5,0,1,1,1,0,1,3,0,0,0,1,1,1,0,0,,,,5.98,12.1,13.93,,,tomato,0.435,0.593
HHD130792,Eastern,Bugesera,1250,3.4,6.08,0.542,0.116,0.737,4.67,1134.3,22.22,77.6,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,7.23,,,,,,,,maize,1.0,4.28
HHD130793,Southern,Nyamagabe,1524,1.88,6.44,0.225,0.136,0.224,2.94,956.6,19.7,82.7,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,,,23.05,,,,,,cassava,1.0,1.533
HHD130794,Kigali,Nyarugenge,1346,0.34,5.43,0.654,0.077,0.485,2.9,539.3,20.52,63.6,1,0,0,0,0,0,2,1,0,0,0,0,1,0,0,3.75,,,,,21.61,,,tomato,0.852,2.474
HHD130795,Northern,Gicumbi,1742,1.93,5.52,0.869,0.076,0.02,3.85,1253.7,21.52,70.1,0,0,0,1,0,2,2,0,0,0,1,0,0,0,1,,,,6.12,,,,35.91,banana,0.854,3.641
HHD130796,Kigali,Nyarugenge,1334,0.04,5.62,0.269,0.095,0.16,1.79,948.9,21.47,72.8,0,0,1,0,1,0,2,1,0,1,0,0,0,0,0,3.46,,10.54,,,,,,cassava,0.753,1.543
HHD130797,Southern,Ruhango,1694,1.13,5.43,0.231,0.146,0.32,3.77,709.3,22.81,70.7,0,0,0,0,0,1,3,1,1,0,0,0,0,0,1,3.07,1.47,,,,,,21.86,banana,0.828,1.005
HHD130798,Eastern,Bugesera,1212,1.56,5.24,0.248,0.115,0.146,2.89,710.8,16.39,98.0,0,0,0,0,0,0,2,1,0,0,1,0,0,0,0,3.98,,,6.03,,,,,rice,0.602,2.562
HHD130799,Southern,Nyamagabe,1573,1.82,5.5,0.728,0.164,0.44,2.37,637.3,22.8,56.2,1,0,0,1,0,1,1,0,0,0,0,0,0,0,1,,,,,,,,20.7,banana,1.0,1.943
HHD130800,Eastern,Nyagatare,1325,0.58,6.4,0.27,0.167,0.172,2.2,904.3,18.04,76.3,1,0,0,0,1,1,2,0,0,1,1,0,0,1,0,,,10.87,3.64,,,11.74,,sweet_potato,0.447,0.409
HHD130801,Southern,Nyaruguru,1655,2.82,6.46,0.299,0.11,0.139,0.6,517.3,24.15,74.6,0,0,0,0,0,0,2,0,1,0,1,0,0,0,0,,3.24,,6.22,,,,,rice,0.658,1.055
HHD130802,Kigali,Kicukiro,1429,1.54,5.47,0.345,0.116,0.389,1.19,823.1,20.41,63.4,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,,2.19,,,,,,,beans,1.0,0.719
HHD130803,Northern,Gicumbi,1787,0.43,6.69,0.225,0.092,0.416,1.22,745.5,14.37,82.5,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,2.91,,,,,,,,maize,1.0,3.334
HHD130804,Northern,Gicumbi,1735,1.23,6.09,0.404,0.134,0.521,1.49,947.6,20.19,78.9,0,1,0,0,0,0,2,1,0,0,1,0,0,0,0,5.48,,,10.46,,,,,rice,0.656,1.428
HHD130805,Kigali,Kicukiro,1494,0.63,6.77,0.07,0.099,0.237,1.77,828.4,23.36,82.4,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,,1.48,,,,,,,beans,1.0,0.236
HHD130806,Northern,Gicumbi,1794,1.58,5.59,0.195,0.08,0.021,0.99,1010.2,22.09,81.8,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,,,,,,23.44,,,tomato,1.0,0.356
HHD130807,Western,Rusizi,1440,1.34,6.48,0.39,0.068,0.159,3.37,776.8,23.52,82.0,1,0,0,0,0,0,3,0,0,0,1,1,0,1,1,,,,7.68,19.24,,13.28,26.44,banana,0.397,2.37
HHD130808,Eastern,Bugesera,1236,1.0,5.36,0.333,0.09,0.126,2.67,1163.5,30.0,79.5,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,,,,,,,,16.17,banana,1.0,2.571
HHD130809,Kigali,Nyarugenge,1422,2.42,5.65,0.527,0.124,0.489,3.09,741.2,26.33,97.4,0,0,0,0,0,0,3,1,1,0,0,0,0,1,0,5.49,1.89,,,,,15.74,,sweet_potato,0.681,0.961
HHD130810,Southern,Muhanga,1559,0.44,5.78,0.265,0.031,0.396,2.57,773.4,19.82,72.8,0,0,0,0,0,0,2,0,0,0,0,0,0,1,1,,,,,,,8.6,13.79,banana,0.616,4.433
